"","fb_data9.message"
"647","#89459번째울림
2017. 06. 04. 오전
<사는얘기>
  내 주변 친구들은 항상 나에게 말했다. 상대방을 좋아해도 너무 많이 표현하지 말라고. 연인 간 50대 50, 또는 45 대 55가 이상적인 예쁜 연애를 할 수 있다고. 하지만 내 생각은 달랐다. 상대방이 나를 얼만큼 좋아하는지 재어가며 나의 애정을 쏟아야 하는걸까. 난 아니라고 생각했다. 우리가 예쁜 연애를 얼만큼의 기간동안 할 수 있을지 몰라도, 이 시간만큼은 난 이 친구만을 사랑해야지. 다시 오지 않을 이 시간을 내가 사랑하는 사람과 사랑한다고 속삭여야지.
  나의 생각이 잘못됐던 탓인가. 그 친구를 향한 나의 사랑이 커질수록 내가 그를 떠나지 않을거라는 확신이 강했던걸까, 항상 잘해주고 밀당하지 못하는 내가 질렸던걸까, 연애기간이 길어지며 다른 곳으로 시선을 돌리는 그 친구를 보면서 나의 마음은 억장이 무너졌다. 우리가 서로 만들어왔던 공든 탑이 한 순간에 무너지는 거랄까.

  그 친구를 너무 좋아하지만 마음이 아파서 잠시 헤어졌었다. 그리고 그 친구에게 다시 보고싶다는 연락이 왔을 때, 나는 결심했다. 뭐하고 있는지 궁금해도 먼저 연락하지 말아야지. 내가 좋아해도 좋아하는 티 내지 말아야지. 내가 그 친구를 너무 사랑해도 절대 내 감정을 드러내지 말아야지... 또 상처받고 힘들어서 허덕이고 싶지 않았기 때문에...
예전과 다른 내 행동과 말투 때문인지 그 친구도 내가 예전과 달라졌음을 느꼈나보다.

우리 서로 좋아하는 감정이 없어진거같아. 그만 만나자.
응 그래.

  너를 아직도 너무너무 좋아한다고 마음 속 깊이 저 벼랑끝에서만 소리칠뿐이다. 하지만 나는 안다. 우리가 재회 후에 내가 다시 좋아한다고 표현하면 너는 그것에 또 안주하고 다른 곳으로 눈을 돌리리란 것을. 그래서 난 내가 한 행동에 대해 후회하지 않는다.

  아주 깊은 잠에 빠지고싶다. 꿈조차 꿀 수 없는 깊은 잠에 빠질 때만이 너를 생각할 수 없기 때문에..."
"648","#89455번째울림
2017. 06. 03. 오후
<사랑>
내 생각이 맞다면, 내가 대숲에 쓴 글을 네가 읽은 것 같다. 아마 읽지 않았을거라 생각했는데 말의 뉘앙스가 바뀐것을 보니 긍정적이던 부정적이던 영향을 미친 것 같다.

길게 대화를 이어나가고 싶은데 어떻게 해야할 지 모르겠다.  '뭐해?' 라고 간단하게 시작할까 생각 해 보지만, 너무 가벼운 것 같아 결국 다시 원점으로 돌아온다. 깊은 이야기를 하고 싶지만 네가 혹시 부담스러워 하지는 않을까, 내가 지나치게 진지한 아재로 느껴지지는 않을까 하는 걱정이 앞을 가린다. 다정하게 얘기하고도 싶지만 괜히 친한척 하는거 아니냐고 오해할까봐 괜히 걱정된다.

이번에도 대화가 길게 이어지지는 않지만 그래도 좋다. 답장이 오는것을 기다릴 때, 빨리오던 늦게오던 기다릴 수 있다는 것 자체에 대해 행복함을 느낀다. 대화를 하지 않을 때에는 어떤 프사를 쓸까 고민 할 수 있는것에 대해 즐거움을 느낀다.

넌 충분히 현명하니까, 이번에도 내가 썼다는 걸 눈치챌 거라고 생각한다. 너도 나처럼 적극적으로 표현하는 타입은 아닌 것 같아서, 나에 대해 어떻게 생각하는지 궁금하다. 만약 별다른 관심이 없다 하더라도, 네가 '관심을 가져주는 사람이 있었다' 라고 생각해 준다면 너에게도 그리고 나에게도 서로 좋은 기억으로 남을 수 있지 않을까 생각한다."
"649","#89450번째울림
2017. 06. 03. 오후
<학교>
학교에서 친한 친구를 사귈 수 있을까 매번 속상하기만 했습니다. 

왜냐면 엘씨 친구들이랑 별로 많이 못친해졌거든요ㅠ

근데 이번에 처음으로 좋은 예감이 들었어요

같이 팀플하던 친구들인데ㅠㅠㅠ여자애들 남자애들 그리고 오빠 모두 너무 좋아요ㅠㅠㅠ

팀플할때도 웃음이 끊이지 않았고 집에 가면서 얘기를 할때에도 너무 좋았어요 ..

계속 연락하고 친하게 지내고 싶어요ㅠㅠ

고마워"
"650","#89443번째울림
2017. 06. 03. 오후
<그 외 (위의 카테고리 외 기타 등등)>
예뻐지고 싶어요
저는 안경쓰고다니는데, 안경도벗고 화장도 하고..진짜 예쁘진않더라도
대학생같이 다니고싶어요
팁 좀 주세요~~!!"
"651","#89441번째울림
2017. 06. 03. 오후
<저.. 진지합니다>
대숲...제 언니가 너무 걱정돼서 저도 우울증이 올것같아요... 일단 제 언니는 얼마전 오래 사귄 남자친구랑 헤어지고 한달동안 진짜 많이 힘들어했는데요. 이제 괜찮아졌다 싶더니 회사 일때문에 그나마 남아있던 실같은 끈이 끊어진 듯이 무기력하고 목표 없는 생활을 하고 있어요... 뭘 해도 재미없고 감흥이 없나봐요ㅠㅠ 그래서 위염도 생기고, 더있으면 위암으로 악화될 수도 있대요. 그런데 또래 친구들한테도 일을 다 밝힐 수가 없어서 동생인 저에게 얘기를 했는데, 그것도 언니로서 마음이 안좋나봐요. 그리고 부모님이랑은 사이가 멀어서 전혀 이런 얘기를 밝힐 수가 없어요. 저도 언니를 돕고 싶은데 어떻게 해야할지를 모르겠고 언니가 언제 자살할지도 모른다는 생각에 맨날 근심거리를 안고 사는것같아요... 상담을 받으면 좀 나아질까요? 너무 두서없이 얘기를 했는데, 어떻게 하면 조금이라도 나아질지 조언받고싶어요ㅠㅠ"
"652","#89428번째울림
2017. 06. 03. 오전
<술..>
술 종류가 엄청 많잖아요? 근데 전 이상하게 우리나라 전통 술이 좋더라고요 ㅋㅋ 경주 교동법주, 한산 소곡주, 논산 가야곡왕주, 서울 문배주, 안동 소주, 면천 두견주....그런데 넘 비싸고 구하기도 쉽지 않아요 ㅠㅠ 어디 좀 그런 거 전문으로 하는 술집 안 만들어지려나요...ㅠㅠ"
"653","#89409번째울림
2017. 06. 02. 오후
<사랑>
그녀가 떠나가요 나는 아무것도 할 수 없어요
사랑이 떠나가요 나는 바보처럼 멍하니 서있네요
그대는 어떤가요
정말 아무렇지 않은 건가요
그댈 잊어야 하지만 쉽지가 않네요
너도 나와 같이 힘들다면 우리 조금 쉽게 갈 수는 없을까 
그날 같이 가녀린 비가 내리는 날이면 너가 떠올라"
"654","#89393번째울림
2017. 06. 02. 오후
<게임>
<오버워치>
배치 점수 짜다고 징징대는 사람들 특징:
준배치때 실력으로 올라갈 자신 없어서 로또맞기만을 바라는 전형적인 기회주의자
어차피 세기말쯤 될때까지 꾸준히 하면 다 자기점수 찾아감"
"655","#89389번째울림
2017. 06. 02. 오후
<사랑>
저 곧 헤어질 것 같아요
진짜 너무너무 아프고 힘든데
다른분들은 어떻게 이겨내신 건가요...
어떻게 다른 사랑을 다시 시작하고..
심지어 여러번 헤어지고 만나고를 반복하는 분들은 어떻게 버티신건가요"
"656","#89366번째울림
2017. 06. 02. 오전
<사랑>
차라리 네가 나쁜 사람이었으면 좋겠어.

널 욕하고, 친구들에게 너에 대해 푸념하고, 게임이며 여자문제며 술이며 날 힘들게 하는 사람이면 좋겠어. 도대체 너는 왜 내가 미안하기만 할 정도로 나에게 잘 해 주는지.
나는 새벽까지 술 마시고 여럿이서 어울려 노는 게 좋아. 필름이 끊길 때까지 각종 드립과 걸쭉한 욕설을 섞어가며 친한 남사친들과 술잔을 기울이는 것도. 신촌이고 홍대고 놀러가서 춤추는 것도 좋아. 그곳에서 남자들과 깊은 스킨십을 하지는 않지만 그들이 나의 몸매와 얼굴에 보내는 관심을 즐겨. 이따금씩 일탈을 하지 못한다면 난 그냥 죽어버리고 말거야.
너가 좋지만 이걸 이해하지 못할거란 걸 알아. 그래서 이 모든 걸 얼마 전 술에 취해 다 고백했잖아. 나는 이렇게 부족한 사람이라 헤어지자고. 그런데 네가 붙잡으면 어떻게 해? 내가 그럼 너무 미안해지잖아.
너를 좋아해. 어쩌면 사랑하고. 너에게 거짓말 하고싶지 않아. 하지만 넌 나의 저런 모습을 싫어하고 난 나의 그러한 면모를 참을 수 없기에 거짓말을 할 수밖에 없어.
오늘이 지나면 난 너에게 헤어지자고 하겠지. 아무리 매몰차게 말해도 넌 다시 붙잡을거야.
아무래도 내가 널 사랑할 준비가 아직 덜 된 것 같다."
"657","#89352번째울림
2017. 06. 02. 오전
<사랑>
재지팩트 앨범이 나왔어. 그리고 우리가 사귀기 시작했던 그 날도 1년이 지났네,

나는 너를 잊었어. 너도 나를 잊었다고 생각했어. 
아니 네가 나를 잊었었다고 생각했어, 그래서 나도 너를 잊은 걸로 하기로 했었어.

근데 몇 일 전에 말이야, 네가 내 SNS를 본 걸 알게 됐어.
그래, 그냥 호기심에, 내가 뭐하고 살까, 내가 혹시 널 그리워하고 있지는 않은가, 그런 것들이 궁금했을 수도 있어.

일부러 흔적을 남긴건지, 혹은 실수로 그런건지, 아니면 정말 아무 거리낌없이 그런건지.

너의 그 사소한 흔적에 그렇게도 노력해서 뿌렸던 안개들이 한순간에 사라지더라.

있잖아. 나는 네가 나를 그리워했으면 좋겠어. 
작은 네 손 잡고 작년 이맘때처럼 벤치에 앉아 너의 재잘거림에 귀 기울이고 싶어.
널 데려다주고 터덜터덜 집으로 걸어가는 그 길이 그리워.
새벽에 날 잠못들게 하는 너의 전화가 그리워.

너와 벚꽃을 꼭 보고싶었는데, 우리학교에 벚꽃이 참 이쁘게 폈었는데, 모든게 완벽한데 내 옆에는 너가 없네.

아직도 꽃집을 지날때마다, 이 꽃 참 너가 좋아하겠다라고 생각하는 내가 바보같다."
"658","#89329번째울림
2017. 06. 01. 오후
<학교>
여러분 이제 디도 1층 발권하셔야해요!! 그냥 앉아계시는분이 많네욥!! 진짜로 진짜로 부정하고싶지만 시험기간이라능...ㅠㅠ 발권하시고 열공하자구욥 :^)"
"659","#89320번째울림
2017. 06. 01. 오후
<사는얘기>
솔직히 이게 알박기용 임시 컨테이너 건축물이면 인관은 사실상 노숙이나 다름 없는 거 아닌가"
"660","#89319번째울림
2017. 06. 01. 오후
<사는얘기>
남해안 일대의 조선소이이 경기침체로 인한 적자를 기획부동산 투기를 통해 만회하려는 모습이다."
"661","#84867번째울림
2017. 03. 27. 오전
<그 외 (위의 카테고리 외 기타 등등)>
오늘 천안함 사건에 대한 뉴스기사를 읽으면서 든 생각인데 저를 포함한 많은 사람들이 세월호 사건에 비해 천안함 폭침사건을 많이 기억하고 있지 않은 것 같더라구요... 물론 세월호사건도 있어서는 안되는 비극이었고 저도 세월호 사건 뉴스를 보면 아직도 눈물이 나지만 그래도 천안함 사건에도 그에 못지않은 관심을 가지는게 어떨까요? 차디찬 바다에서 나라를 위해 희생하신 분들께 최소한의 감사한 마음과 애도하는 마음이 있다면 세월호 못지 않은 관심을 가지는게 맞지 않을까요"
"662","#84852번째울림
2017. 03. 27. 오후
<사랑>
따뜻한 바람이 불기 시작한다.
그 바람에 얹힌 꽃내음이 콧잔등을 간질이고
우리네 마음에도 바람이 들기 시작한다.
그 바람에 봄꽃처럼 풋풋하게 피어나는
연인들을 바라 보면서도
화석이 되어 굳어버린 나와는
거리가 멀다고 생각했다.

갑작스레 내 마음에도 봄같은 바람이 일었다.

기다리던 네가 마냥 반가운 나에게 살풋 짓는 미소에도
내 모든 소리에 귀 기울이던 네 눈웃음에도
함께 걷다가 문득, 살며시 불어오는 네 웃음 소리에도
수업 중 울리는 카톡 속에서 빼꼼 고개를 내미는 네 ㅋㅋ까지도

내 마음에 바람이 일게한다."
"663","#84844번째울림
2017. 03. 27. 오후
<술..>
나는 아직도 너를 잊지 못한다

공부하다가, 누워있다가, 뜬금없이 울기도 하고

걷다가, 이유 없이 울적한 기분이 들기도 한다

나는 원래 이런 사람이 아니었는데, 너와 함께 했던 그 시간이 나를 바꿔놓았다

너와 함께 한 거의 모든 날들이 좋았는데, 거의 모든 날들이 좋았는데

좋지  못했던 날들이 다시 기억날까봐, 다가가기 두렵다"
"664","#84842번째울림
2017. 03. 26. 오후
<저.. 진지합니다>
사랑이라는 게 도대체 뭘까요?"
"665","#84830번째울림
2017. 03. 27. 오전
<치킨>
 여러분들의 의견이 궁금합니다
저에게 언제나 즐거움을 주던 존재가 있었어요. 제가 기쁠때면 맥주 한 잔과 같이 기쁨을 불려주고, 제가 기분이 안좋을때는 맥주 한 잔과 같이 슬픔을 잊게 해주었죠. 그런 존재를 제가 저를 위해서 내팽개친다면 여러분은 어떤 말을 하실 건가요? 저를 나무라실거면
.
.
.
.
모두 다이어트는 때려치고 치킨이나 먹읍시다. 치킨아 사랑해♡"
"666","#84815번째울림
2017. 03. 26. 오후
<사랑>
12인데.. 신입생 아가랑 사겨요 너무귀여워요 ㅜㅜ 매일매일 심쿵사중.. 조심스럽지만 너무 햄볶아요 모두들 봄되세요 (아무도 모르지롱!)"
"667","#84786번째울림
2017. 03. 25. 오후
<질문/건의/의견>
허턱 아름답게, 허턱 굉장하게, 허턱 유창하게 꾸미려든다. 허턱 아름답고, 허턱 굉장하고, 허턱 유창한 글은, 분과 베니를 허턱 바르는 것 같은 도리어 미를 상하게 하는 화장이다.

문장강화에 나오는 문장인데요 허턱들어가는 문장을 잘 이해를 못하겠고, 분과 베니의 의미를 모르겠습니다...
혹시 도와주실분 계시나요? ㅠ"
"668","#84758번째울림
2017. 03. 25. 오후
<사는얘기>
전전전세를 들으면서 신경쓰인 점
몇 억 몇 광년 분의 이야기를 전하러 왔어
광년은 거리입니다"
"669","#84752번째울림
2017. 03. 25. 오후
<술..>
'인간'으로 대하세요. '여자'를 잘 몰라서 그랬다고요? 지금 착각하고 있는 거에요. 생겨난 문제가 여자를 잘 몰랐기 때문일까요? 아니요. 적어도 인간 대 인간으로서 최소한의 예의가 겹겹이 쌓인 수많은 감정 속에 자리잡고 있던 인내심의 끝이 보이고 파탄에 이를 정도로 없었던 거에요. 아직도 문제 파악을 못하고 착각에 빠져 있겠죠. 여러 차례의 문제 발생 후, 여러번의 기회가 있었음에도. 인간으로 대하세요. 인간적으로 대하세요. 기본 개념은 갖고 말해요, 우리."
"670","#84748번째울림
2017. 03. 25. 오후
<학교>
저는 영어 잘하는 여자가 좋아요. 제가 잘 못해서 그런지 영어 잘하시는 분들 보면 너무 부럽고 매력적인것 같아요. 나도 영어 잘하고싶다..................."
"671","#84731번째울림
2017. 03. 25. 오전
<사는얘기>
안녕하세요 17 새내기입니다! 꿈에 그리던 대학에 입학하고 나름 괜찮은 대학 생활을 보내는 것 같지만 여전히, 어쩌면 더욱 저는 공허합니다.
저는 인간관계가 좁은 편이에요. 연락을 자주 하는 친구도 없고, 따로 만나는 친구는 그나마 1명. 그마저도 아주 친한 사이는 아니에요. 그 친구가 심심해야 저를 불러주는 관계죠. 
대학에 들어와서 아는 사람들은 많이 생겼지만 여전히 연락을 따로 하는 친구는 없어요. 강의도 엘씨 직권배정과 한 수업 빼고는 전부 혼자 듣습니다. 고등학교 때는 친구가 없어도 공부라는 명분이 있어 외롭지 않았는데 봄이 와서인지, 혼자 멍하니 보내는 시간이 많아져서인지 외롭다는 생각이 많이 들어요. 동아리라도 들까 생각을 해 본 적도 있지만 결국 신청은 안했어요. 어떡해야 이 공허함을 좀 지울 수 있을까요? 저는 사람을 만날 수는 있는 걸까요? 자신이 없어요.
오랫동안 친구가 없어서 그런가 다른 사람들하고 있을 땐 제 모든 행동이 어색해요. 고칠 수 있을까요?"
